dt,Цена на арматуру,lag_1,lag_2,lag_3,lag_4,Скользящее среднее,week,month,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Курс доллара,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Price_x,Open_x,High_x,Low_x,Vol._x,Change %_x,Price_y,Open_y,High_y,Low_y,Vol._y,Change %_y,Price,Open,High,Low,Vol.,Change %
2018-08-20,40750.0,39650.0,39400.0,37500.0,37500.0,38362.5,34.0,8.0,0.0,7.25,69.02996180866965,9600.0,287.0,18747.0,16935.0,18228.0,68.0,395.0,8000.0,118.0,287.0,263.0,375.0,350.0,6950.0,16773.0,66.0,10350.0,13425.0,16967.0,9150.0,380.0,2750.0,3585.0,23000.0,182.0,4987.5,317.5,17649.0,10125.0,310.0,322.5,8760.0,6875.0,400.0,370.0,4828.0,3588.0,2353.0,40.0,64.0,101.0,75.0,109.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-08-27,43100.0,40750.0,39650.0,39400.0,37500.0,39112.5,35.0,8.0,0.0,7.25,69.02996180866965,9600.0,274.0,18675.0,16914.0,18522.0,67.0,390.0,8000.0,118.0,279.0,279.0,375.0,350.0,6950.0,16810.0,66.0,10350.0,13425.0,17247.0,9150.0,377.0,2750.0,3585.0,23000.0,182.0,4987.5,317.5,17663.0,10125.0,297.0,322.5,8760.0,6875.0,397.5,370.0,5202.0,3667.0,2683.0,43.0,64.0,101.0,77.0,115.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-09-03,48700.0,43100.0,40750.0,39650.0,39400.0,40550.0,36.0,9.0,0.0,7.25,69.02996180866965,9600.0,285.0,18833.0,17490.0,18821.0,66.0,390.0,8000.0,122.5,285.0,284.0,375.0,343.0,6950.0,17329.0,65.0,10350.0,13425.0,17608.0,9150.0,377.0,2750.0,3585.0,23000.0,182.0,4987.5,320.0,18397.0,10125.0,310.0,322.5,8760.0,6875.0,397.5,370.0,5202.0,3667.0,2683.0,43.0,64.0,101.0,77.0,115.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-09-10,48850.0,48700.0,43100.0,40750.0,39650.0,41931.25,37.0,9.0,0.0,7.25,69.02996180866965,9175.0,295.0,19051.0,17636.0,19185.0,67.0,387.5,7950.0,125.0,295.0,284.0,370.0,343.0,6700.0,17601.0,58.0,9925.0,13550.0,17924.0,9250.0,375.0,2985.0,3850.0,23000.0,187.0,6075.0,320.0,18508.0,10125.0,317.0,322.5,8629.0,6875.0,392.5,372.5,5202.0,3667.0,2683.0,43.0,64.0,101.0,77.0,115.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-09-17,48350.0,48850.0,48700.0,43100.0,40750.0,43287.5,38.0,9.0,0.0,7.5,69.02996180866965,9175.0,295.0,19289.0,17737.0,19615.0,69.0,386.5,7950.0,126.0,297.0,292.0,370.0,343.0,6700.0,17962.0,59.0,9925.0,13550.0,18322.0,9250.0,373.0,2985.0,3850.0,23000.0,199.0,6075.0,320.0,18833.0,10125.0,319.0,322.5,8629.0,6875.0,387.5,372.5,5202.0,3667.0,2683.0,43.0,64.0,101.0,77.0,115.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-09-24,44600.0,48350.0,48850.0,48700.0,43100.0,44175.0,39.0,9.0,0.0,7.5,69.02996180866965,9175.0,300.0,19542.0,17768.0,19773.0,69.0,386.5,7950.0,126.0,297.0,292.0,370.0,343.0,6700.0,18212.0,59.0,9925.0,13550.0,18517.0,9250.0,373.0,2985.0,3850.0,23000.0,204.0,6075.0,322.5,18994.0,10125.0,324.0,322.5,8629.0,6875.0,385.0,375.0,5202.0,3667.0,2683.0,43.0,64.0,101.0,77.0,115.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-10-01,42600.0,44600.0,48350.0,48850.0,48700.0,44575.0,40.0,10.0,0.0,7.5,69.02996180866965,9175.0,296.0,19529.0,17783.0,19870.0,69.0,382.5,7950.0,126.0,296.0,292.0,365.0,355.0,6700.0,18222.0,59.0,9925.0,13550.0,18596.0,9250.0,370.0,2985.0,3850.0,23000.0,200.0,6075.0,322.5,19016.0,10125.0,321.0,322.5,8629.0,6875.0,387.5,375.0,5866.0,3955.0,2411.0,40.0,64.0,101.0,80.0,119.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-10-08,41500.0,42600.0,44600.0,48350.0,48850.0,44806.25,41.0,10.0,0.0,7.5,69.02996180866965,9725.0,300.0,19477.0,17906.0,19853.0,70.0,380.0,7950.0,121.0,299.0,292.0,360.0,360.0,6850.0,18304.0,60.0,10300.0,13225.0,18596.0,9250.0,366.0,3140.0,4150.0,23750.0,210.0,6475.0,322.5,18987.0,10300.0,325.0,322.5,8770.0,6725.0,386.5,375.0,5866.0,3955.0,2411.0,40.0,64.0,101.0,80.0,119.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-10-15,40800.0,41500.0,42600.0,44600.0,48350.0,44812.5,42.0,10.0,0.0,7.5,69.02996180866965,9725.0,303.0,19496.0,17983.0,19794.0,71.0,381.0,7950.0,119.0,303.0,293.0,360.0,360.0,6850.0,18271.0,60.5,10300.0,13225.0,18594.0,9250.0,365.0,3140.0,4150.0,23750.0,211.0,6475.0,322.5,19007.0,10300.0,328.0,322.5,8770.0,6725.0,386.5,381.5,5866.0,3955.0,2411.0,40.0,64.0,101.0,80.0,119.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-10-22,39700.0,40800.0,41500.0,42600.0,44600.0,44387.5,43.0,10.0,0.0,7.5,69.02996180866965,9725.0,301.0,19509.0,17900.0,19731.0,73.0,395.0,7950.0,116.0,304.0,295.0,360.0,360.0,6850.0,18245.0,60.5,10300.0,13225.0,18465.0,9250.0,365.0,3140.0,4150.0,23750.0,214.0,6475.0,327.5,19020.0,10300.0,328.0,322.5,8770.0,6725.0,387.5,381.5,5866.0,3955.0,2411.0,40.0,64.0,101.0,80.0,119.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-10-29,39500.0,39700.0,40800.0,41500.0,42600.0,43237.5,44.0,10.0,0.0,7.5,69.02996180866965,9725.0,303.0,19607.0,17965.0,19677.0,76.0,391.5,7950.0,106.0,305.0,297.0,355.0,357.0,6850.0,18048.0,60.5,10300.0,13225.0,18401.0,9250.0,364.0,3140.0,4150.0,23750.0,214.0,6475.0,335.0,18894.0,10300.0,331.0,322.5,8770.0,6725.0,387.5,377.5,6284.0,4234.0,2944.0,46.0,64.0,101.0,81.0,122.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-11-05,38800.0,39500.0,39700.0,40800.0,41500.0,41981.25,45.0,11.0,0.0,7.5,69.02996180866965,10200.0,306.0,19495.0,17937.0,19243.0,75.0,390.0,7950.0,106.0,315.0,297.0,350.0,357.0,7050.0,18062.0,61.0,10825.0,13375.0,17969.0,9250.0,364.0,3160.0,4280.0,22750.0,215.0,6400.0,339.0,19000.0,10600.0,337.0,322.5,8960.0,6650.0,386.5,385.0,6284.0,4234.0,2944.0,46.0,64.0,101.0,81.0,122.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-11-12,38300.0,38800.0,39500.0,39700.0,40800.0,40725.0,46.0,11.0,0.0,7.5,69.02996180866965,10200.0,310.0,19135.0,17792.0,18834.0,75.0,390.0,7950.0,106.0,315.0,305.0,350.0,357.0,7050.0,17624.0,61.0,10825.0,13375.0,17748.0,9250.0,364.0,3160.0,4280.0,22750.0,216.0,6400.0,335.0,18718.0,10600.0,338.0,322.5,8960.0,6650.0,386.5,382.5,6284.0,4234.0,2944.0,46.0,64.0,101.0,81.0,122.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-11-19,38000.0,38300.0,38800.0,39500.0,39700.0,39900.0,47.0,11.0,0.0,7.5,69.02996180866965,10200.0,308.0,18630.0,17406.0,18308.0,75.0,387.5,7950.0,100.0,313.0,306.0,350.0,352.0,7050.0,17113.0,61.0,10825.0,13375.0,17158.0,9250.0,364.0,3160.0,4280.0,22750.0,219.0,6400.0,335.0,18294.0,10600.0,336.0,322.5,8960.0,6650.0,386.5,380.0,6284.0,4234.0,2944.0,46.0,64.0,101.0,81.0,122.0,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-11-26,37600.0,38000.0,38300.0,38800.0,39500.0,39275.0,48.0,11.0,0.0,7.5,69.02996180866965,10200.0,304.0,18130.0,17247.0,17830.0,73.0,386.5,7950.0,96.0,310.0,292.0,350.0,347.0,7050.0,16588.0,59.0,10825.0,13375.0,16667.0,9250.0,364.0,3160.0,4280.0,22750.0,218.0,6400.0,327.5,17864.0,10600.0,329.0,322.5,8960.0,6650.0,385.0,375.0,6279.0,4298.0,3181.0,48.0,64.0,101.0,79.5,122.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-12-03,37600.0,37600.0,38000.0,38300.0,38800.0,38787.5,49.0,12.0,0.0,7.5,69.02996180866965,10200.0,295.0,17631.0,16766.0,17333.0,65.0,382.5,7950.0,87.0,307.0,286.0,350.0,336.0,7050.0,16123.0,55.0,10825.0,13375.0,16142.0,9250.0,364.0,3160.0,4280.0,22750.0,216.0,6400.0,322.5,17434.0,10600.0,318.0,322.5,8960.0,6650.0,385.0,370.0,6279.0,4298.0,3181.0,48.0,64.0,101.0,79.5,122.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-12-10,37300.0,37600.0,37600.0,38000.0,38300.0,38350.0,50.0,12.0,0.0,7.5,69.02996180866965,10425.0,278.0,17068.0,16774.0,16881.0,67.0,379.0,7950.0,87.0,289.0,276.0,350.0,332.0,7150.0,15754.0,58.0,11100.0,13375.0,15632.0,9250.0,360.0,3350.0,4550.0,22750.0,222.0,6750.0,317.5,17120.0,10700.0,309.0,322.5,9055.0,6650.0,381.0,362.5,6279.0,4298.0,3181.0,48.0,64.0,101.0,79.5,122.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-12-17,37000.0,37300.0,37600.0,37600.0,38000.0,38012.5,51.0,12.0,0.0,7.75,69.02996180866965,10425.0,278.0,17345.0,17160.0,16698.0,68.0,376.5,7950.0,87.0,280.0,275.0,345.0,322.0,7150.0,15150.0,58.0,11100.0,13375.0,15444.0,9250.0,355.0,3350.0,4550.0,22750.0,219.0,6750.0,302.5,16458.0,10700.0,301.0,322.5,9055.0,6650.0,375.0,352.5,6279.0,4298.0,3181.0,48.0,64.0,101.0,79.5,122.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-12-24,36700.0,37000.0,37300.0,37600.0,37600.0,37662.5,52.0,12.0,0.0,7.75,69.02996180866965,10425.0,271.0,17312.0,17172.0,16810.0,71.0,367.5,7950.0,88.5,269.0,255.0,345.0,323.0,7150.0,15326.0,59.0,11100.0,13375.0,15545.0,9250.0,350.0,3350.0,4550.0,22750.0,218.0,6750.0,300.0,16414.0,10700.0,292.0,322.5,9055.0,6650.0,372.5,347.5,6279.0,4298.0,3181.0,48.0,64.0,101.0,79.5,122.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2018-12-31,36000.0,36700.0,37000.0,37300.0,37600.0,37312.5,1.0,12.0,0.0,7.235714285714286,69.02996180866965,10425.0,265.0,17242.0,17056.0,16899.0,72.0,366.5,7950.0,88.5,269.0,252.0,340.0,315.0,7150.0,15405.0,59.0,11100.0,13375.0,15548.0,9250.0,345.0,3350.0,4550.0,22750.0,211.0,6750.0,292.5,16535.0,10700.0,290.0,322.5,9055.0,6650.0,367.5,342.5,6735.0,4621.0,3340.0,53.0,64.0,101.0,74.0,116.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2019-01-07,36000.0,36000.0,36700.0,37000.0,37300.0,37025.0,2.0,1.0,0.0,7.492857142857143,69.02996180866965,10700.0,255.0,16649.0,16932.0,16848.0,72.0,362.5,7950.0,88.5,259.0,245.0,340.0,310.0,7350.0,15305.0,59.0,11400.0,13450.0,15531.0,9250.0,345.0,3035.0,4135.0,22525.0,203.0,6425.0,290.0,16513.0,11425.0,280.0,322.5,9246.0,6650.0,365.0,340.0,6735.0,4621.0,3340.0,53.0,64.0,101.0,74.0,116.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2019-01-14,35700.0,36000.0,36000.0,36700.0,37000.0,36737.5,3.0,1.0,0.0,7.75,69.02996180866965,10700.0,255.0,16498.0,17170.0,16937.0,75.0,355.0,7950.0,88.5,260.0,235.0,335.0,310.0,7350.0,15356.0,61.5,11400.0,13450.0,15523.0,9250.0,337.0,3035.0,4135.0,22525.0,197.0,6425.0,287.5,16568.0,11425.0,277.0,322.5,9246.0,6650.0,357.5,340.0,6735.0,4621.0,3340.0,53.0,64.0,101.0,74.0,116.5,960.50,969.80,969.80,956.20,557.87K,-1.23%,"44,97","45,52","45,52","44,45","6,48M","-1,38%",152.22,154.2,154.2,151.6,2.58M,-1.48%
2019-01-21,35300.0,35700.0,36000.0,36000.0,36700.0,36450.0,4.0,1.0,0.0,7.75,69.02996180866965,10700.0,270.0,16455.0,16684.0,16858.0,75.0,342.5,7950.0,88.5,269.0,246.0,330.0,301.0,7350.0,15243.0,61.5,11400.0,13450.0,15489.0,9250.0,325.0,3035.0,4135.0,22525.0,190.0,6425.0,280.0,16496.0,11425.0,285.0,322.5,9246.0,6650.0,342.5,337.5,6735.0,4621.0,3340.0,53.0,64.0,101.0,74.0,116.5,950.00,956.00,956.90,948.20,273.22K,-0.50%,"44,67","44,38","44,85","44,08","3,50M","0,65%",151.72,151.9,152.7,151.3,1.33M,-0.28%
2019-01-28,34000.0,35300.0,35700.0,36000.0,36000.0,36000.0,5.0,1.0,0.0,7.75,69.02996180866965,10700.0,270.0,16748.0,16520.0,16927.0,75.0,345.5,7950.0,88.5,273.0,262.0,325.0,301.0,7350.0,15266.0,61.5,11400.0,13450.0,15505.0,9250.0,325.0,3035.0,4135.0,22525.0,194.0,6425.0,282.5,16529.0,11425.0,295.0,322.5,9246.0,6650.0,342.5,337.5,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,952.50,951.00,953.00,942.20,438.97K,0.16%,"45,10","44,75","45,33","44,46","6,87M","0,24%",149.78,149.02,149.78,148.14,2.20M,0.65%
2019-02-04,33800.0,34000.0,35300.0,35700.0,36000.0,35562.5,6.0,2.0,0.0,7.75,69.02996180866965,10700.0,291.0,18261.0,16773.0,17458.0,83.0,345.5,7950.0,91.5,295.0,283.0,315.0,322.0,7350.0,15912.0,69.5,11400.0,13450.0,16136.0,9250.0,325.0,3035.0,4135.0,22525.0,200.0,6425.0,285.0,16787.0,11425.0,309.0,322.5,9246.0,6650.0,340.0,340.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,"1,029.00","1,015.20","1,030.00","1,014.80",1.10M,1.40%,"43,84","43,90","44,25","43,74","4,93M","0,25%",158.42,157.4,158.8,155.68,3.40M,0.78%
2019-02-11,34550.0,33800.0,34000.0,35300.0,35700.0,35256.25,7.0,2.0,0.0,7.75,69.02996180866965,10250.0,305.0,18567.0,16780.0,17817.0,91.0,345.0,7700.0,100.5,315.0,290.0,330.0,327.0,7150.0,16196.0,77.5,11125.0,13625.0,16556.0,10150.0,330.0,3300.0,4565.0,22525.0,199.0,7175.0,285.0,17406.0,11200.0,329.0,322.5,9331.0,6725.0,340.0,345.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,"1,031.40","1,021.00","1,035.00","1,021.00",731.29K,0.90%,"43,25","43,11","43,57","43,10","8,15M","-0,14%",157.64,156.72,158.94,156.72,2.47M,0.19%
2019-02-18,36000.0,34550.0,33800.0,34000.0,35300.0,35168.75,8.0,2.0,0.0,7.75,69.02996180866965,10250.0,303.0,18541.0,16842.0,17948.0,88.0,345.0,7700.0,100.5,316.0,293.0,335.0,327.0,7150.0,16600.0,75.5,11125.0,13625.0,16700.0,10150.0,332.0,3300.0,4565.0,22525.0,202.0,7175.0,280.0,17699.0,11200.0,327.0,322.5,9331.0,6725.0,352.5,345.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,"1,013.00","1,023.00","1,028.00","1,005.40",373.28K,-1.09%,"42,94","43,20","43,38","42,80","3,35M","-0,58%",154.86,157.24,157.7,154.76,2.06M,-1.51%
2019-02-25,37700.0,36000.0,34550.0,33800.0,34000.0,35381.25,9.0,2.0,0.0,7.75,69.02996180866965,10250.0,295.0,19142.0,16898.0,18686.0,88.0,357.5,7700.0,100.5,316.0,285.0,335.0,330.0,7150.0,17442.0,75.5,11125.0,13625.0,17486.0,10150.0,343.0,3300.0,4565.0,22525.0,206.0,7175.0,282.5,18291.0,11200.0,320.0,322.5,9331.0,6725.0,357.5,350.0,6360.0,4191.0,3052.0,48.0,64.0,101.0,84.0,128.5,"1,029.80","1,005.40","1,029.80","1,002.00",929.28K,2.82%,"44,70","43,80","44,80","43,73","11,34M","2,05%",159.44,158.5,160.56,158.06,2.67M,0.59%
2019-03-04,40200.0,37700.0,36000.0,34550.0,33800.0,35906.25,10.0,3.0,0.0,7.75,69.02996180866965,10250.0,285.0,20030.0,17333.0,18848.0,85.0,355.0,7700.0,97.5,300.0,275.0,335.0,325.0,7150.0,17967.0,72.5,11125.0,13625.0,18094.0,10150.0,345.0,3300.0,4565.0,22525.0,209.0,7175.0,280.0,18852.0,11200.0,310.0,322.5,9331.0,6725.0,357.5,347.5,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,"1,041.60","1,033.40","1,048.60","1,029.20",1.12M,1.22%,"43,97","44,09","44,30","43,80","2,09M","-0,27%",162.04,157.4,163.2,156.08,5.55M,2.73%
2019-03-11,40200.0,40200.0,37700.0,36000.0,34550.0,36468.75,11.0,3.0,0.0,7.75,69.02996180866965,10200.0,293.0,20701.0,18006.0,19328.0,87.0,355.0,7700.0,95.0,302.0,287.0,347.0,335.0,7100.0,18920.0,74.5,11050.0,13550.0,18587.0,10150.0,345.0,3765.0,5000.0,23025.0,211.0,7760.0,280.0,19808.0,11200.0,320.0,322.5,9305.0,6725.0,360.0,347.5,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,"1,025.80","1,015.20","1,026.80","1,011.20",343.64K,0.49%,"44,21","43,30","44,41","43,10","9,71M","1,63%",163.44,164.24,164.48,162.08,3.87M,-1.24%
2019-03-18,39900.0,40200.0,40200.0,37700.0,36000.0,37043.75,12.0,3.0,0.0,7.75,69.02996180866965,10200.0,295.0,20774.0,18119.0,19902.0,85.0,357.5,7700.0,94.0,305.0,287.0,347.0,340.0,7100.0,18915.0,73.5,11050.0,13550.0,19010.0,10150.0,350.0,3765.0,5000.0,23025.0,210.0,7760.0,290.0,19902.0,11200.0,323.0,322.5,9305.0,6725.0,371.0,355.0,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,"1,034.20","1,034.80","1,036.80","1,020.20",1.10M,-0.25%,"46,33","45,33","46,39","45,05","9,84M","2,27%",170.7,167.0,171.2,166.22,3.27M,1.79%
2019-03-25,39400.0,39900.0,40200.0,40200.0,37700.0,37718.75,13.0,3.0,0.0,7.75,69.02996180866965,10200.0,295.0,20741.0,18421.0,19600.0,86.0,360.0,7700.0,94.0,305.0,287.0,347.0,345.0,7100.0,18922.0,74.5,11050.0,13550.0,18545.0,10150.0,345.0,3765.0,5000.0,23025.0,209.0,7760.0,310.0,19961.0,11200.0,323.0,322.5,9305.0,6725.0,368.0,362.5,7120.0,4621.0,3668.0,55.0,71.0,113.0,98.0,142.5,"1,008.40","1,011.00","1,016.20","1,006.80",424.93K,-0.51%,"45,15","44,50","45,49","44,20","5,39M","0,92%",165.6,165.86,166.48,165.1,1.82M,-0.66%
2019-04-01,39300.0,39400.0,39900.0,40200.0,40200.0,38406.25,14.0,4.0,0.0,7.75,69.02996180866965,10200.0,292.0,20442.0,18699.0,19208.0,85.0,360.0,7700.0,93.0,302.0,287.0,347.0,340.0,7100.0,18494.0,74.5,11050.0,13550.0,18241.0,10150.0,355.0,3765.0,5000.0,23025.0,204.0,7760.0,310.0,19560.0,11200.0,319.0,322.5,9305.0,6725.0,368.0,355.0,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,"1,028.20","1,029.60","1,038.00","1,021.60",626.23K,0.02%,"45,97","45,72","46,19","45,34","6,03M","0,15%",172.58,170.6,173.98,170.22,2.97M,1.22%
2019-04-08,39500.0,39300.0,39400.0,39900.0,40200.0,39025.0,15.0,4.0,0.0,7.75,69.02996180866965,10525.0,287.0,19304.0,18208.0,18445.0,91.0,360.0,7700.0,93.0,296.0,282.0,347.0,335.0,7350.0,17493.0,81.0,11400.0,13700.0,17151.0,10150.0,350.0,3792.5,5100.0,22200.0,198.0,7805.0,307.5,19078.0,11425.0,313.0,322.5,9455.0,6650.0,370.0,347.5,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,"1,043.00","1,045.80","1,054.00","1,043.00",410.90K,-0.02%,"45,09","45,00","45,13","44,62","3,86M","0,56%",174.52,174.64,176.68,174.02,2.49M,0.31%
2019-04-15,39500.0,39500.0,39300.0,39400.0,39900.0,39462.5,16.0,4.0,0.0,7.75,69.02996180866965,10525.0,280.0,18955.0,17972.0,18201.0,95.0,360.0,7700.0,99.0,288.0,275.0,347.0,335.0,7350.0,16886.0,85.5,11400.0,13700.0,16903.0,10150.0,355.0,3792.5,5100.0,22200.0,199.0,7805.0,302.5,18488.0,11425.0,306.0,322.5,9455.0,6650.0,372.5,347.5,7718.0,5043.0,3989.0,62.0,79.0,122.0,97.0,139.5,"1,038.00","1,039.20","1,042.80","1,030.60",448.56K,-0.12%,"44,00","44,45","44,68","44,00","4,26M","-1,03%",168.5,172.7,173.36,168.1,2.60M,-2.23%
